20,9,47,0,0.830000,0.920000,-1570
28,9,226,126,1.150000,1.080000,-414
68,10,152,0,1.010000,1.010000,-1024
70,7,145,49,1.160000,1.100000,841
110,9,276,178,1.190000,1.120000,-361
112,8,326,250,1.330000,1.210000,1250
126,8,294,215,0.930000,0.850000,-2211
131,7,102,0,0.890000,1.040000,-958
159,7,53,0,0.980000,1.000000,-375
160,7,337,277,1.040000,1.050000,-20
163,5,294,228,0.970000,0.840000,-2761
178,5,213,47,0.960000,1.130000,25
192,5,307,204,1.150000,1.190000,1238
195,5,312,236,1.010000,1.130000,625
214,5,201,105,1.170000,1.140000,1051
290,2,47,0,0.790000,0.840000,-2385
300,4,74,0,1.020000,1.120000,656
304,4,138,0,0.980000,0.950000,-1197
306,4,106,0,0.860000,1.010000,-1217
310,4,308,243,1.050000,1.120000,1068
313,4,32,0,0.840000,1.000000,-1161
314,4,190,81,0.940000,0.880000,-2288
315,4,269,200,1.010000,0.990000,-1000
317,4,297,211,0.900000,0.970000,-1250
322,4,226,115,0.700000,0.920000,-2502
325,4,327,250,1.030000,1.000000,-472
326,3,383,275,1.070000,1.090000,775
327,4,9,0,0.820000,0.940000,-1695
328,3,315,245,1.120000,1.040000,120
332,4,164,0,0.970000,0.830000,-2051
333,4,167,87,1.010000,0.930000,-1443
336,3,307,236,1.070000,1.100000,502
337,3,287,223,0.900000,0.910000,-2036
338,3,363,246,1.180000,1.100000,923
339,4,68,0,0.930000,0.950000,-1108
340,3,310,242,1.110000,1.090000,803
341,3,245,177,0.960000,0.970000,-1316
342,4,37,0,0.840000,0.840000,-2261
349,4,28,0,0.860000,0.840000,-2088
350,3,344,270,0.970000,0.980000,-723
351,4,11,0,0.770000,0.860000,-2536
352,3,306,230,1.230000,1.240000,2379
353,3,328,259,1.100000,1.120000,1212
355,3,174,113,1.090000,1.100000,789
357,4,47,0,0.820000,1.020000,-1144
361,3,351,258,1.050000,1.030000,-33
363,3,290,136,1.040000,1.090000,112
364,3,340,251,0.850000,0.800000,-3187
367,4,11,0,0.830000,0.930000,-1696
378,3,295,208,1.030000,0.980000,-1113
379,3,341,255,0.670000,0.690000,-4705
385,2,382,238,1.330000,1.280000,3289
392,3,310,182,1.210000,1.170000,1378
394,3,99,0,1.020000,1.080000,213
401,3,243,48,1.060000,1.100000,121
402,3,194,67,1.140000,1.110000,888
403,3,138,0,1.250000,1.240000,2416
407,3,198,88,1.150000,1.220000,2178
408,3,105,48,0.960000,1.120000,874
409,3,93,0,0.970000,1.010000,-600
410,2,507,0,1.130000,1.160000,-708
412,3,88,0,0.970000,1.030000,-228
413,3,127,0,0.890000,1.020000,-1110
416,3,95,0,0.710000,0.900000,-2852
421,2,274,187,0.840000,0.920000,-2074
423,3,124,63,1.250000,1.250000,3322
424,3,30,0,1.060000,1.120000,1222
425,3,61,0,1.160000,1.140000,1774
426,3,62,0,0.810000,0.970000,-1643
427,2,344,249,1.220000,1.160000,2031
428,2,277,0,1.320000,1.200000,-391
430,2,311,190,1.070000,1.120000,859
431,2,250,113,0.880000,0.940000,-2005
432,3,25,0,0.900000,0.950000,-1139
435,2,370,262,1.150000,1.150000,1859
436,2,277,216,1.180000,1.110000,892
437,2,349,225,1.030000,1.110000,815
441,3,7,0,0.920000,1.070000,-89
442,2,329,257,1.170000,1.130000,1590
443,2,339,268,1.320000,1.200000,2640
447,2,188,92,1.310000,1.330000,4297
449,2,242,147,0.890000,0.820000,-3489
450,2,184,124,1.220000,1.180000,2095
451,2,282,223,1.080000,1.060000,139
454,2,200,104,1.380000,1.250000,3416
456,2,296,220,0.810000,0.820000,-3423
459,2,178,118,0.900000,0.950000,-1631
462,2,303,235,1.020000,0.890000,-2352
463,2,282,214,1.220000,1.180000,1922
465,2,144,81,0.960000,0.930000,-1278
467,2,91,0,1.020000,1.130000,157
469,2,233,125,0.960000,0.950000,-1599
471,2,199,65,1.010000,1.040000,-515
472,2,134,69,0.830000,0.880000,-2091
474,2,123,65,0.800000,0.930000,-1799
475,2,183,62,0.960000,1.000000,-961
476,2,84,0,1.070000,1.020000,58
481,2,72,0,0.780000,1.010000,-1609
483,2,50,0,0.980000,1.000000,-409
484,2,230,69,1.060000,1.020000,-640
485,2,155,67,1.140000,1.190000,1160
488,2,161,0,0.940000,0.880000,-1770
491,2,138,0,0.950000,0.980000,-1177
492,2,162,82,0.950000,0.970000,-1110
494,2,160,94,1.050000,0.970000,-978
497,2,152,43,0.850000,0.830000,-2557
498,2,127,0,0.950000,0.950000,-1325
499,2,130,65,0.950000,1.080000,-141
500,2,38,0,0.790000,0.750000,-2847
504,2,35,0,1.020000,1.080000,244
507,2,76,0,1.080000,0.950000,-286
509,2,79,0,0.790000,0.840000,-2524
510,2,77,0,0.920000,0.860000,-1688
512,2,26,0,0.710000,0.930000,-2486
513,2,91,0,1.000000,1.080000,-216
514,2,62,0,0.850000,0.950000,-1563
515,1,393,239,1.040000,1.050000,-385
516,1,342,242,1.150000,1.190000,1261
517,2,63,0,0.930000,1.060000,-491
518,1,425,246,1.020000,1.060000,61
520,2,71,0,0.980000,1.040000,-327
521,2,58,0,0.920000,1.060000,-466
522,2,94,0,1.000000,0.970000,-810
523,2,73,0,1.000000,1.050000,-159
524,2,52,0,0.920000,0.950000,-1031
526,1,341,244,1.140000,1.160000,990
527,2,43,0,0.940000,0.980000,-755
531,1,366,233,1.040000,1.060000,-288
532,2,90,0,0.960000,0.930000,-1066
533,2,83,0,0.880000,0.890000,-1739
534,1,330,248,1.100000,1.120000,630
536,1,368,274,1.100000,1.140000,800
537,2,20,0,0.900000,0.950000,-1128
540,1,280,148,1.160000,1.200000,1075
543,2,12,0,0.900000,0.940000,-1178
545,1,368,278,1.110000,1.150000,891
547,2,15,0,0.850000,0.880000,-1809
549,1,258,92,1.160000,1.190000,1099
550,2,7,0,0.910000,0.870000,-1462
551,1,324,239,0.940000,0.970000,-1094
553,1,234,0,0.850000,0.880000,-2073
554,1,283,186,1.170000,1.210000,1122
555,2,17,0,0.960000,1.070000,-131
556,1,310,186,1.090000,1.130000,340
558,1,327,256,0.790000,0.800000,-2296
560,1,310,140,0.950000,0.990000,-1096
561,1,253,165,1.270000,1.310000,2184
562,1,312,216,0.890000,0.930000,-1460
564,1,312,242,1.220000,1.240000,1728
565,1,175,102,1.160000,1.180000,1221
567,1,273,0,1.100000,1.130000,-747
568,1,251,176,1.070000,1.100000,109
569,1,246,51,1.310000,1.360000,3002
570,1,286,205,0.990000,1.010000,-764
572,1,261,184,1.070000,1.100000,103
575,1,253,187,0.920000,0.930000,-1507
577,1,195,72,1.160000,1.190000,1311
578,1,194,75,1.290000,1.320000,2785
579,1,261,182,1.130000,1.170000,765
580,1,185,82,1.140000,1.180000,1168
581,1,240,94,1.030000,1.070000,-149
582,1,247,184,1.170000,1.210000,1147
583,1,248,172,0.920000,0.950000,-1382
585,1,147,0,0.800000,0.820000,-2837
586,1,255,182,0.950000,0.970000,-1132
587,1,249,161,1.040000,1.080000,-102
588,1,176,70,1.010000,1.040000,-329
589,1,167,79,1.130000,1.160000,1048
590,1,189,128,1.200000,1.240000,1663
592,1,153,88,1.210000,1.260000,2136
594,1,179,69,1.080000,1.110000,474
595,1,197,86,1.110000,1.140000,743
596,1,136,75,0.980000,1.010000,-617
599,1,91,0,1.070000,1.100000,406
600,1,28,0,0.870000,0.900000,-1868
601,1,102,0,1.000000,1.030000,-412
602,1,142,59,0.900000,0.920000,-1656
603,1,147,0,0.890000,0.920000,-1770
604,1,84,0,0.940000,0.960000,-1097
606,1,76,0,0.770000,0.790000,-3134
607,1,112,0,1.090000,1.120000,640
608,1,123,60,0.940000,0.970000,-1090
609,1,33,0,0.850000,0.880000,-2031
610,1,83,0,0.760000,0.780000,-3254
613,1,95,0,0.910000,0.940000,-1464
614,1,99,0,0.860000,0.890000,-2049
616,1,7,0,0.870000,0.900000,-1868
617,1,76,0,1.180000,1.210000,1846
620,1,88,0,1.040000,1.070000,168
622,1,92,0,0.920000,0.950000,-1347
623,1,97,0,0.870000,0.900000,-1932
625,1,70,0,0.890000,0.920000,-1630
626,1,25,0,0.820000,0.840000,-2517
627,1,36,0,0.920000,0.950000,-1219
629,1,8,0,0.960000,0.980000,-866
630,1,39,0,0.770000,0.800000,-2959
631,1,53,0,0.880000,0.900000,-1742
632,1,43,0,0.780000,0.800000,-2902
633,1,24,0,1.090000,1.120000,726
634,1,20,0,0.900000,0.930000,-1514
637,1,10,0,0.900000,0.920000,-1573
638,1,14,0,0.920000,0.940000,-1337
639,1,16,0,0.820000,0.840000,-2517
640,1,43,0,0.940000,0.970000,-987
643,1,11,0,0.840000,0.860000,-2281
644,1,5,0,0.780000,0.800000,-2988
645,1,12,0,0.880000,0.900000,-1809
649,1,10,0,0.700000,0.720000,-3932
